 SIZE OF ARRAY 
 	 30
	 40
	 50
	 60
	 70
	 80
	 90
	 100
	 110
	 120
	 130
	 140
	 150
	 160
	 170
	 180
	 190
	 200
	 210
	 220
	 230
	 240
	 250
	 260
	 270
	 280
	 290
	 300
	 310
	 320
	 330
	 340
	 350
	 360
	 370
	 380
	 390
	 400
	 410
	 420
	 430
	 440
	 450
	 460
	 470
	 480
	 490
	 500
	 510
	 520
	 530
	 540
	 550
	 560
	 570
	 580
	 590
	 600
	 610
	 620
	 630
	 640
	 650
	 660
	 670
	 680
	 690
	 700
	 710
	 720
	 730
	 740
	 750
	 760
	 770
	 780
	 790
	 800
	 810
	 820
	 830
	 840
	 850
	 860
	 870
	 880
	 890
	 900
	 910
	 920
	 930
	 940
	 950
	 960
	 970
	 980
	 990
 Comparisons 
 	 107
	 163
	 217
	 277
	 342
	 412
	 474
	 539
	 615
	 682
	 751
	 823
	 902
	 979
	 1049
	 1126
	 1208
	 1286
	 1355
	 1448
	 1515
	 1608
	 1686
	 1764
	 1852
	 1932
	 2014
	 2095
	 2178
	 2272
	 2344
	 2421
	 2512
	 2609
	 2693
	 2767
	 2863
	 2945
	 3036
	 3123
	 3216
	 3320
	 3406
	 3493
	 3587
	 3664
	 3747
	 3841
	 3929
	 4033
	 4133
	 4208
	 4321
	 4401
	 4497
	 4586
	 4680
	 4787
	 4876
	 4973
	 5080
	 5178
	 5276
	 5337
	 5474
	 5519
	 5645
	 5730
	 5822
	 5938
	 6020
	 6125
	 6244
	 6309
	 6416
	 6526
	 6607
	 6699
	 6848
	 6897
	 7033
	 7121
	 7229
	 7340
	 7423
	 7521
	 7605
	 7707
	 7799
	 7918
	 7976
	 8102
	 8219
	 8280
	 8397
	 8526
	 8587
