 SIZE OF ARRAY 
 	 30
	 40
	 50
	 60
	 70
	 80
	 90
	 100
	 110
	 120
	 130
	 140
	 150
	 160
	 170
	 180
	 190
	 200
	 210
	 220
	 230
	 240
	 250
	 260
	 270
	 280
	 290
	 300
	 310
	 320
	 330
	 340
	 350
	 360
	 370
	 380
	 390
	 400
	 410
	 420
	 430
	 440
	 450
	 460
	 470
	 480
	 490
	 500
	 510
	 520
	 530
	 540
	 550
	 560
	 570
	 580
	 590
	 600
	 610
	 620
	 630
	 640
	 650
	 660
	 670
	 680
	 690
	 700
	 710
	 720
	 730
	 740
	 750
	 760
	 770
	 780
	 790
	 800
	 810
	 820
	 830
	 840
	 850
	 860
	 870
	 880
	 890
	 900
	 910
	 920
	 930
	 940
	 950
	 960
	 970
	 980
	 990
 Comparisons 
 	 435
	 725
	 1147
	 1734
	 2337
	 3124
	 3995
	 4895
	 5985
	 7035
	 8375
	 9625
	 11130
	 12642
	 14134
	 15900
	 17952
	 19822
	 21692
	 23562
	 25432
	 27302
	 30305
	 33499
	 35909
	 39039
	 41769
	 44499
	 47229
	 50962
	 54032
	 57494
	 60885
	 64185
	 68237
	 71857
	 75555
	 79205
	 82855
	 86715
	 90909
	 94689
	 99540
	 105009
	 109269
	 113529
	 117789
	 124705
	 129605
	 134505
	 139405
	 144305
	 149205
	 154105
	 162060
	 167610
	 173650
	 179400
	 185150
	 191785
	 197835
	 203885
	 209935
	 215985
	 223412
	 230824
	 237534
	 244244
	 250954
	 257664
	 265224
	 272527
	 279497
	 286467
	 295399
	 302729
	 310059
	 317389
	 326742
	 335712
	 343782
	 351852
	 359922
	 369234
	 377664
	 386094
	 394524
	 402954
	 413130
	 421920
	 431849
	 440979
	 450109
	 459239
	 468369
	 479359
	 489450
 Passes 
 	 28
	 28
	 36
	 50
	 56
	 70
	 84
	 88
	 104
	 104
	 124
	 124
	 139
	 146
	 147
	 158
	 186
	 186
	 186
	 186
	 186
	 186
	 208
	 240
	 240
	 272
	 272
	 272
	 272
	 306
	 306
	 322
	 329
	 329
	 361
	 361
	 364
	 364
	 364
	 368
	 377
	 377
	 394
	 425
	 425
	 425
	 425
	 489
	 489
	 489
	 489
	 489
	 489
	 489
	 554
	 554
	 574
	 574
	 574
	 604
	 604
	 604
	 604
	 604
	 631
	 670
	 670
	 670
	 670
	 670
	 687
	 696
	 696
	 696
	 732
	 732
	 732
	 732
	 766
	 806
	 806
	 806
	 806
	 842
	 842
	 842
	 842
	 842
	 878
	 878
	 912
	 912
	 912
	 912
	 912
	 952
	 974
