 SIZE OF ARRAY 
 	 30
	 40
	 50
	 60
	 70
	 80
	 90
	 100
	 110
	 120
	 130
	 140
	 150
	 160
	 170
	 180
	 190
	 200
	 210
	 220
	 230
	 240
	 250
	 260
	 270
	 280
	 290
	 300
	 310
	 320
	 330
	 340
	 350
	 360
	 370
	 380
	 390
	 400
	 410
	 420
	 430
	 440
	 450
	 460
	 470
	 480
	 490
	 500
	 510
	 520
	 530
	 540
	 550
	 560
	 570
	 580
	 590
	 600
	 610
	 620
	 630
	 640
	 650
	 660
	 670
	 680
	 690
	 700
	 710
	 720
	 730
	 740
	 750
	 760
	 770
	 780
	 790
	 800
	 810
	 820
	 830
	 840
	 850
	 860
	 870
	 880
	 890
	 900
	 910
	 920
	 930
	 940
	 950
	 960
	 970
	 980
	 990
 Comparisons 
 	 252
	 407
	 582
	 769
	 1080
	 1542
	 1947
	 2490
	 3173
	 3626
	 4206
	 5090
	 5978
	 6884
	 7623
	 8591
	 9553
	 10938
	 12123
	 12920
	 14292
	 15564
	 16839
	 17991
	 19132
	 20757
	 22075
	 23535
	 25081
	 26814
	 28589
	 30516
	 32448
	 34471
	 36096
	 38384
	 40527
	 42338
	 44030
	 46325
	 48538
	 51318
	 53675
	 55792
	 57762
	 60492
	 62853
	 65985
	 68325
	 71210
	 74302
	 77600
	 80341
	 83125
	 85665
	 88868
	 91395
	 95341
	 99390
	 102998
	 105955
	 109011
	 110824
	 113106
	 116059
	 119296
	 122771
	 126486
	 128659
	 132567
	 136523
	 139890
	 143068
	 147111
	 151170
	 154025
	 158638
	 163089
	 167642
	 171505
	 176951
	 181993
	 186595
	 191516
	 194314
	 197889
	 203092
	 208883
	 212536
	 217226
	 221108
	 225960
	 230138
	 235759
	 241613
	 246062
	 250174
 Passes 
 	 29
	 39
	 49
	 59
	 69
	 79
	 89
	 99
	 109
	 119
	 129
	 139
	 149
	 159
	 169
	 179
	 189
	 199
	 209
	 219
	 229
	 239
	 249
	 259
	 269
	 279
	 289
	 299
	 309
	 319
	 329
	 339
	 349
	 359
	 369
	 379
	 389
	 399
	 409
	 419
	 429
	 439
	 449
	 459
	 469
	 479
	 489
	 499
	 509
	 519
	 529
	 539
	 549
	 559
	 569
	 579
	 589
	 599
	 609
	 619
	 629
	 639
	 649
	 659
	 669
	 679
	 689
	 699
	 709
	 719
	 729
	 739
	 749
	 759
	 769
	 779
	 789
	 799
	 809
	 819
	 829
	 839
	 849
	 859
	 869
	 879
	 889
	 899
	 909
	 919
	 929
	 939
	 949
	 959
	 969
	 979
	 989
